Model Name,Architecture,Number of Epochs,Training Accuracy,Validation Accuracy,Training Loss,Validation Loss
model_1,"Conv2D, MaxPooling2D, Flatten",1,0.7766166925430298,0.8385000228881836,0.6500681638717651,0.4578787684440613
